"workerid","contextWithSuper","strength","trial_num","target","degree","leftResponse","adjective","super_category","form","names","context","rightResponse","contextWithSuperPronoun","response","condition","sub_category"
76," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,4,"warm","temperature","Yes","warm","days of the year","positive","Anthony"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
76," is in the produce section of the supermarket and picks up a watermelon.",3,5,"light","weight","Yes","light","produce","negative","Kathleen"," picks up a watermelon.","No",NA,0,"context","watermelon"
76," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,6,"warm","temperature","Yes","warm","days of the year","positive","David"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
76," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,7,"expensive","price","Yes","expensive","kitchen appliances","positive","Greg"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
76," is sitting at a cafe watching people go by and sees a professional soccer player.",2,8," tall","height","Yes","tall","people","positive","Eric"," sees a professional soccer player.","No",NA,0,"context","soccer player"
76," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,9,"expensive","price","Yes","expensive","kitchen appliances","positive","Kim"," finds a toaster and looks at the price.","No",NA,0,"context","toaster"
76," is searching for things to watch online with their friend and finds a movie.",3,10,"short","time","Yes","short","things you watch online","negative","Claire"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
76," is sitting at a cafe watching people go by and sees a professional gymnast.",1,11," tall","height","Yes","tall","people","positive","Angela"," sees a professional gymnast.","No",NA,0,"context","gymnast"
76," is searching for things to watch online with their friend and finds a video of a cute animal.",1,12,"long","time","Yes","long","things you watch online","positive","Julia"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
76," is sitting at a cafe watching people go by and sees a professional basketball player.",3,13," short","height","Yes","short","people","negative","Lucas"," sees a professional basketball player.","No",NA,0,"context","basketball player"
76," is searching for things to watch online with their friend and finds a music video.",2,14,"long","time","Yes","long","things you watch online","positive","Gary"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
76," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,15,"expensive","price","Yes","expensive","kitchen appliances","positive","Jasmine"," finds a bottle opener and looks at the price.","No",NA,0,"context","bottle opener"
77," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,1,"warm","temperature","Yes","warm","days of the year","positive","Tanya"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
77," is searching for things to watch online with their friend and finds a movie.",3,2,"short","time","Yes","short","things you watch online","negative","Alexander"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
77," is in the produce section of the supermarket and picks up an apple.",2,3,"light","weight","Yes","light","produce","negative","Kim"," picks up an apple.","No",NA,1,"context","apple"
77," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,4,"warm","temperature","Yes","warm","days of the year","positive","Stephen"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
77," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,5,"expensive","price","Yes","expensive","kitchen appliances","positive","Josh"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
77," is in the produce section of the supermarket and picks up a grape.",1,6,"heavy","weight","Yes","heavy","produce","positive","Jasmine"," picks up a grape.","No",NA,0,"context","grape"
77," is sitting at a cafe watching people go by and sees a professional soccer player.",2,7," short","height","Yes","short","people","negative","Jennifer"," sees a professional soccer player.","No",NA,0,"context","soccer player"
77," is in the produce section of the supermarket and picks up a watermelon.",3,8,"heavy","weight","Yes","heavy","produce","positive","Charles"," picks up a watermelon.","No",NA,1,"context","watermelon"
77," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,9,"cold","temperature","Yes","cold","days of the year","negative","John"," lives in Maryland and steps outside in Winter.","No",NA,1,"context","day in Winter"
77," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,10,"cheap","price","Yes","cheap","kitchen appliances","negative","Laura"," finds a toaster and looks at the price.","No",NA,1,"context","toaster"
77," is sitting at a cafe watching people go by and sees a professional gymnast.",1,11," tall","height","Yes","tall","people","positive","Lee"," sees a professional gymnast.","No",NA,0,"context","gymnast"
77," is searching for things to watch online with their friend and finds a video of a cute animal.",1,12,"short","time","Yes","short","things you watch online","negative","Kim"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
77," is sitting at a cafe watching people go by and sees a professional basketball player.",3,13," short","height","Yes","short","people","negative","Simon"," sees a professional basketball player.","No",NA,0,"context","basketball player"
77," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,14,"expensive","price","Yes","expensive","kitchen appliances","positive","Veronica"," finds a bottle opener and looks at the price.","No",NA,0,"context","bottle opener"
77," is searching for things to watch online with their friend and finds a music video.",2,15,"short","time","Yes","short","things you watch online","negative","Robert"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
78," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,1,"warm","temperature","No","warm","days of the year","positive","Gary"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
78," is sitting at a cafe watching people go by and sees a professional gymnast.",1,2," short","height","No","short","people","negative","Angela"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
78," is searching for things to watch online with their friend and finds a music video.",2,3,"short","time","No","short","things you watch online","negative","Mika"," finds a music video to watch online with their friend.","Yes",NA,1,"context","music video"
78," is in the produce section of the supermarket and picks up an apple.",2,4,"light","weight","No","light","produce","negative","Michael"," picks up an apple.","Yes",NA,1,"context","apple"
78," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,5,"cold","temperature","No","cold","days of the year","negative","Kim"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
78," is sitting at a cafe watching people go by and sees a professional soccer player.",2,6," short","height","No","short","people","negative","Cameron"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
78," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,7,"warm","temperature","No","warm","days of the year","positive","Charles"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
78," is in the produce section of the supermarket and picks up a watermelon.",3,8,"light","weight","No","light","produce","negative","Alicia"," picks up a watermelon.","Yes",NA,0,"context","watermelon"
78," is sitting at a cafe watching people go by and sees a professional basketball player.",3,9," tall","height","No","tall","people","positive","Lucas"," sees a professional basketball player.","Yes",NA,1,"context","basketball player"
78," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,10,"expensive","price","No","expensive","kitchen appliances","positive","Laura"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
78," is in the produce section of the supermarket and picks up a grape.",1,11,"light","weight","No","light","produce","negative","William"," picks up a grape.","Yes",NA,1,"context","grape"
78," is searching for things to watch online with their friend and finds a movie.",3,12,"short","time","No","short","things you watch online","negative","Gabriel"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
78," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,13,"expensive","price","No","expensive","kitchen appliances","positive","Stephen"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
78," is searching for things to watch online with their friend and finds a video of a cute animal.",1,14,"long","time","No","long","things you watch online","positive","Lee"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
78," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,15,"cheap","price","No","cheap","kitchen appliances","negative","Anthony"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
79," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,1,"expensive","price","Yes","expensive","kitchen appliances","positive","Lee"," finds a toaster and looks at the price.","No",NA,0,"context","toaster"
79," is searching for things to watch online with their friend and finds a music video.",2,2,"long","time","Yes","long","things you watch online","positive","Monica"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
79," is in the produce section of the supermarket and picks up an apple.",2,3,"heavy","weight","Yes","heavy","produce","positive","Michael"," picks up an apple.","No",NA,0,"context","apple"
79," is sitting at a cafe watching people go by and sees a professional basketball player.",3,4," short","height","Yes","short","people","negative","Alexander"," sees a professional basketball player.","No",NA,0,"context","basketball player"
79," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,5,"expensive","price","Yes","expensive","kitchen appliances","positive","Gary"," finds a dishwasher and looks at the price.","No",NA,1,"context","dishwasher"
79," is sitting at a cafe watching people go by and sees a professional soccer player.",2,6," tall","height","Yes","tall","people","positive","Josh"," sees a professional soccer player.","No",NA,0,"context","soccer player"
79," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,7,"cheap","price","Yes","cheap","kitchen appliances","negative","Robert"," finds a bottle opener and looks at the price.","No",NA,1,"context","bottle opener"
79," is searching for things to watch online with their friend and finds a movie.",3,8,"long","time","Yes","long","things you watch online","positive","Claire"," finds a movie to watch online with their friend.","No",NA,1,"context","movie"
79," is in the produce section of the supermarket and picks up a grape.",1,9,"heavy","weight","Yes","heavy","produce","positive","David"," picks up a grape.","No",NA,0,"context","grape"
79," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,10,"warm","temperature","Yes","warm","days of the year","positive","Veronica"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
79," is sitting at a cafe watching people go by and sees a professional gymnast.",1,11," tall","height","Yes","tall","people","positive","Melinda"," sees a professional gymnast.","No",NA,0,"context","gymnast"
79," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,12,"warm","temperature","Yes","warm","days of the year","positive","John"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
79," is searching for things to watch online with their friend and finds a video of a cute animal.",1,13,"long","time","Yes","long","things you watch online","positive","Jennifer"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
79," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,14,"warm","temperature","Yes","warm","days of the year","positive","Michelle"," lives in Maryland and steps outside in Winter.","No",NA,0,"context","day in Winter"
79," is in the produce section of the supermarket and picks up a watermelon.",3,15,"light","weight","Yes","light","produce","negative","Laura"," picks up a watermelon.","No",NA,0,"context","watermelon"
80," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,1,"cold","temperature","Yes","cold","days of the year","negative","Robert"," lives in Maryland and steps outside in Summer.","No",NA,0,"context","day in Summer"
80," is searching for things to watch online with their friend and finds a music video.",2,2,"short","time","Yes","short","things you watch online","negative","Michael"," finds a music video to watch online with their friend.","No",NA,1,"context","music video"
80," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,3,"cheap","price","Yes","cheap","kitchen appliances","negative","Daniel"," finds a toaster and looks at the price.","No",NA,1,"context","toaster"
80," is sitting at a cafe watching people go by and sees a professional gymnast.",1,4," tall","height","Yes","tall","people","positive","Stephanie"," sees a professional gymnast.","No",NA,0,"context","gymnast"
80," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,5,"cheap","price","Yes","cheap","kitchen appliances","negative","Greg"," finds a bottle opener and looks at the price.","No",NA,1,"context","bottle opener"
80," is in the produce section of the supermarket and picks up an apple.",2,6,"heavy","weight","Yes","heavy","produce","positive","Monica"," picks up an apple.","No",NA,0,"context","apple"
80," is searching for things to watch online with their friend and finds a movie.",3,7,"short","time","Yes","short","things you watch online","negative","Maya"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
80," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,8,"warm","temperature","Yes","warm","days of the year","positive","Sophie"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
80," is sitting at a cafe watching people go by and sees a professional soccer player.",2,9," short","height","Yes","short","people","negative","Jennifer"," sees a professional soccer player.","No",NA,0,"context","soccer player"
80," is searching for things to watch online with their friend and finds a video of a cute animal.",1,10,"short","time","Yes","short","things you watch online","negative","Natalia"," finds a video of a cute animal to watch online with their friend.","No",NA,1,"context","video of the cute animal"
80," is sitting at a cafe watching people go by and sees a professional basketball player.",3,11," tall","height","Yes","tall","people","positive","Claire"," sees a professional basketball player.","No",NA,1,"context","basketball player"
80," is in the produce section of the supermarket and picks up a grape.",1,12,"light","weight","Yes","light","produce","negative","Julia"," picks up a grape.","No",NA,0,"context","grape"
80," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,13,"warm","temperature","Yes","warm","days of the year","positive","Lucas"," lives in Maryland and steps outside in Winter.","No",NA,0,"context","day in Winter"
80," is in the produce section of the supermarket and picks up a watermelon.",3,14,"heavy","weight","Yes","heavy","produce","positive","Melinda"," picks up a watermelon.","No",NA,1,"context","watermelon"
80," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,15,"expensive","price","Yes","expensive","kitchen appliances","positive","Laura"," finds a dishwasher and looks at the price.","No",NA,1,"context","dishwasher"
81," is sitting at a cafe watching people go by and sees a professional gymnast.",1,1," short","height","No","short","people","negative","Kathleen"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
81," is in the produce section of the supermarket and picks up an apple.",2,2,"light","weight","No","light","produce","negative","Gabriel"," picks up an apple.","Yes",NA,0,"context","apple"
81," is sitting at a cafe watching people go by and sees a professional basketball player.",3,3," short","height","No","short","people","negative","Jennifer"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
81," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,4,"expensive","price","No","expensive","kitchen appliances","positive","Gary"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
81," is sitting at a cafe watching people go by and sees a professional soccer player.",2,5," short","height","No","short","people","negative","Cameron"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
81," is in the produce section of the supermarket and picks up a watermelon.",3,6,"light","weight","No","light","produce","negative","Michelle"," picks up a watermelon.","Yes",NA,0,"context","watermelon"
81," is searching for things to watch online with their friend and finds a music video.",2,7,"short","time","No","short","things you watch online","negative","Kim"," finds a music video to watch online with their friend.","Yes",NA,1,"context","music video"
81," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,8,"cold","temperature","No","cold","days of the year","negative","Tom"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
81," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,9,"expensive","price","No","expensive","kitchen appliances","positive","Maya"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
81," is searching for things to watch online with their friend and finds a video of a cute animal.",1,10,"long","time","No","long","things you watch online","positive","Alicia"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
81," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,11,"warm","temperature","No","warm","days of the year","positive","Kim"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
81," is in the produce section of the supermarket and picks up a grape.",1,12,"light","weight","No","light","produce","negative","Jasmine"," picks up a grape.","Yes",NA,1,"context","grape"
81," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,13,"cold","temperature","No","cold","days of the year","negative","Greg"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
81," is searching for things to watch online with their friend and finds a movie.",3,14,"short","time","No","short","things you watch online","negative","Stephen"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
81," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,15,"expensive","price","No","expensive","kitchen appliances","positive","Eric"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
82," is sitting at a cafe watching people go by and sees a professional soccer player.",2,1," short","height","No","short","people","negative","Robert"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
82," is in the produce section of the supermarket and picks up a grape.",1,2,"heavy","weight","No","heavy","produce","positive","Laura"," picks up a grape.","Yes",NA,0,"context","grape"
82," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,3,"expensive","price","No","expensive","kitchen appliances","positive","Veronica"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
82," is searching for things to watch online with their friend and finds a movie.",3,4,"short","time","No","short","things you watch online","negative","Josh"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
82," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,5,"warm","temperature","No","warm","days of the year","positive","Sophie"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
82," is sitting at a cafe watching people go by and sees a professional basketball player.",3,6," tall","height","No","tall","people","positive","Julia"," sees a professional basketball player.","Yes",NA,1,"context","basketball player"
82," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,7,"cold","temperature","No","cold","days of the year","negative","Lee"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
82," is in the produce section of the supermarket and picks up a watermelon.",3,8,"heavy","weight","No","heavy","produce","positive","Michael"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
82," is searching for things to watch online with their friend and finds a music video.",2,9,"long","time","No","long","things you watch online","positive","Greg"," finds a music video to watch online with their friend.","Yes",NA,1,"context","music video"
82," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,10,"expensive","price","No","expensive","kitchen appliances","positive","Mika"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
82," is sitting at a cafe watching people go by and sees a professional gymnast.",1,11," tall","height","No","tall","people","positive","Stephen"," sees a professional gymnast.","Yes",NA,0,"context","gymnast"
82," is searching for things to watch online with their friend and finds a video of a cute animal.",1,12,"short","time","No","short","things you watch online","negative","Melinda"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
82," is in the produce section of the supermarket and picks up an apple.",2,13,"heavy","weight","No","heavy","produce","positive","Alexander"," picks up an apple.","Yes",NA,0,"context","apple"
82," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,14,"expensive","price","No","expensive","kitchen appliances","positive","Gary"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
82," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,15,"warm","temperature","No","warm","days of the year","positive","Tanya"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
83," is sitting at a cafe watching people go by and sees a professional gymnast.",1,1," tall","height","No","tall","people","positive","Sophie"," sees a professional gymnast.","Yes",NA,0,"context","gymnast"
83," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,2,"warm","temperature","No","warm","days of the year","positive","Claire"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
83," is in the produce section of the supermarket and picks up an apple.",2,3,"heavy","weight","No","heavy","produce","positive","Daniel"," picks up an apple.","Yes",NA,0,"context","apple"
83," is sitting at a cafe watching people go by and sees a professional basketball player.",3,4," short","height","No","short","people","negative","Stephen"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
83," is searching for things to watch online with their friend and finds a video of a cute animal.",1,5,"short","time","No","short","things you watch online","negative","Eric"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
83," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,6,"expensive","price","No","expensive","kitchen appliances","positive","Anthony"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
83," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,7,"warm","temperature","No","warm","days of the year","positive","Angela"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
83," is searching for things to watch online with their friend and finds a movie.",3,8,"short","time","No","short","things you watch online","negative","Robert"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
83," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,9,"cheap","price","No","cheap","kitchen appliances","negative","Greg"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
83," is in the produce section of the supermarket and picks up a watermelon.",3,10,"heavy","weight","No","heavy","produce","positive","John"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
83," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,11,"cold","temperature","No","cold","days of the year","negative","Veronica"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
83," is in the produce section of the supermarket and picks up a grape.",1,12,"heavy","weight","No","heavy","produce","positive","Laura"," picks up a grape.","Yes",NA,0,"context","grape"
83," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,13,"cheap","price","No","cheap","kitchen appliances","negative","Natalia"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
83," is sitting at a cafe watching people go by and sees a professional soccer player.",2,14," short","height","No","short","people","negative","Michelle"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
83," is searching for things to watch online with their friend and finds a music video.",2,15,"long","time","No","long","things you watch online","positive","Melinda"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
84," is in the produce section of the supermarket and picks up an apple.",2,1,"light","weight","No","light","produce","negative","Robert"," picks up an apple.","Yes",NA,1,"context","apple"
84," is searching for things to watch online with their friend and finds a music video.",2,2,"short","time","No","short","things you watch online","negative","Cameron"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
84," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,3,"expensive","price","No","expensive","kitchen appliances","positive","Gabriel"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
84," is searching for things to watch online with their friend and finds a video of a cute animal.",1,4,"long","time","No","long","things you watch online","positive","Alexander"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
84," is in the produce section of the supermarket and picks up a watermelon.",3,5,"heavy","weight","No","heavy","produce","positive","Daniel"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
84," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,6,"cold","temperature","No","cold","days of the year","negative","Kathleen"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
84," is searching for things to watch online with their friend and finds a movie.",3,7,"long","time","No","long","things you watch online","positive","Kim"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
84," is sitting at a cafe watching people go by and sees a professional soccer player.",2,8," tall","height","No","tall","people","positive","Alicia"," sees a professional soccer player.","Yes",NA,1,"context","soccer player"
84," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,9,"cheap","price","No","cheap","kitchen appliances","negative","Simon"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
84," is sitting at a cafe watching people go by and sees a professional gymnast.",1,10," short","height","No","short","people","negative","Charles"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
84," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,11,"cold","temperature","No","cold","days of the year","negative","Maya"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
84," is in the produce section of the supermarket and picks up a grape.",1,12,"light","weight","No","light","produce","negative","William"," picks up a grape.","Yes",NA,1,"context","grape"
84," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,13,"expensive","price","No","expensive","kitchen appliances","positive","Eric"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
84," is sitting at a cafe watching people go by and sees a professional basketball player.",3,14," short","height","No","short","people","negative","Stephanie"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
84," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,15,"cold","temperature","No","cold","days of the year","negative","Natalia"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
85," is sitting at a cafe watching people go by and sees a professional soccer player.",2,1," short","height","No","short","people","negative","Stephanie"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
85," is searching for things to watch online with their friend and finds a video of a cute animal.",1,2,"long","time","No","long","things you watch online","positive","Lucas"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
85," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,3,"warm","temperature","No","warm","days of the year","positive","Alexander"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
85," is sitting at a cafe watching people go by and sees a professional gymnast.",1,4," short","height","No","short","people","negative","David"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
85," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,5,"cheap","price","No","cheap","kitchen appliances","negative","Michael"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
85," is sitting at a cafe watching people go by and sees a professional basketball player.",3,6," tall","height","No","tall","people","positive","Jennifer"," sees a professional basketball player.","Yes",NA,1,"context","basketball player"
85," is searching for things to watch online with their friend and finds a music video.",2,7,"long","time","No","long","things you watch online","positive","Gary"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
85," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,8,"expensive","price","No","expensive","kitchen appliances","positive","Jasmine"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
85," is in the produce section of the supermarket and picks up a watermelon.",3,9,"heavy","weight","No","heavy","produce","positive","Tanya"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
85," is searching for things to watch online with their friend and finds a movie.",3,10,"short","time","No","short","things you watch online","negative","John"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
85," is in the produce section of the supermarket and picks up a grape.",1,11,"light","weight","No","light","produce","negative","Josh"," picks up a grape.","Yes",NA,1,"context","grape"
85," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,12,"cold","temperature","No","cold","days of the year","negative","Veronica"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
85," is in the produce section of the supermarket and picks up an apple.",2,13,"light","weight","No","light","produce","negative","Stephen"," picks up an apple.","Yes",NA,1,"context","apple"
85," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,14,"cold","temperature","No","cold","days of the year","negative","Monica"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
85," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,15,"cheap","price","No","cheap","kitchen appliances","negative","Kim"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
86," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,1,"cheap","price","No","cheap","kitchen appliances","negative","Anthony"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
86," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,2,"warm","temperature","No","warm","days of the year","positive","Sophie"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
86," is sitting at a cafe watching people go by and sees a professional basketball player.",3,3," short","height","No","short","people","negative","Veronica"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
86," is searching for things to watch online with their friend and finds a video of a cute animal.",1,4,"short","time","No","short","things you watch online","negative","Michael"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
86," is in the produce section of the supermarket and picks up a watermelon.",3,5,"heavy","weight","No","heavy","produce","positive","Cameron"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
86," is searching for things to watch online with their friend and finds a movie.",3,6,"long","time","No","long","things you watch online","positive","Stephanie"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
86," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,7,"expensive","price","No","expensive","kitchen appliances","positive","Lee"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
